證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"3406","玉晶光","6,723,796","3,030,695,292","450.00","457.50","444.00","448.50","-3.50","5,545"
"3413","京鼎","3,666,117","577,256,661","154.50","161.50","153.00","159.50","+6.50","2,893"
"3416","融程電","37,000","1,930,300","52.50","52.50","52.00","52.20"," 0.00","20"
"3419","譁裕","786,000","10,625,950","12.80","13.95","12.80","13.95","+1.10","466"
"3432","台端","108,000","1,087,350","10.20","10.20","10.00","10.05","-0.05","45"
"3437","榮創","1,772,360","28,801,597","16.25","16.50","16.05","16.40","+0.25","699"
"3443","創意","1,162,386","272,872,288","236.00","238.00","231.00","238.00","+2.50","932"
"3450","聯鈞","4,698,037","339,876,765","71.90","73.00","71.30","72.30","+0.90","3,006"
"3454","晶睿","282,276","19,806,145","69.80","71.00","69.60","70.10","+1.30","242"
"3481","群創","134,457,418","876,817,387","6.52","6.67","6.40","6.43"," 0.00","18,856"
"3494","誠研","74,173","261,184","3.55","3.55","3.51","3.52","+0.01","79"
"3501","維熹","91,000","3,999,450","43.95","44.45","43.65","44.00","+0.10","53"
"3504","揚明光","465,050","27,000,790","58.40","58.70","57.50","58.20"," 0.00","352"
"3515","華擎","3,338,447","404,218,140","123.00","123.50","120.00","120.00","-2.00","2,381"
"3518","柏騰","306,001","8,402,477","27.60","27.90","27.30","27.40","+0.10","160"
"3528","安馳","49,471","1,881,992","37.90","38.15","37.85","38.10","+0.10","36"
"3530","晶相光","1,740,985","156,291,850","90.00","90.60","88.30","89.90","+1.10","1,317"
"3532","台勝科","1,980,410","277,340,870","140.00","142.50","137.50","137.50","-1.50","1,638"
"3533","嘉澤","1,013,532","322,780,814","319.50","323.00","315.50","316.00","-0.50","891"
"3535","晶彩科","1,369,050","20,550,304","15.00","15.20","14.80","14.95","+0.15","593"
"3536","誠創","35,091","103,760","2.98","2.98","2.90","2.98","+0.04","11"
"3543","州巧","1,042,386","19,642,347","19.10","19.10","18.70","18.75","-0.30","546"
"3545","敦泰","25,650,629","830,637,924","33.25","34.30","30.30","31.45","-1.70","11,232"
"3550","聯穎","149,001","1,752,062","11.75","11.85","11.70","11.70"," 0.00","72"
"3557","嘉威","5,465,779","306,217,832","53.80","57.00","52.70","56.60","+4.70","2,830"
"3563","牧德","1,660,567","551,070,610","330.00","338.00","327.50","328.00","+1.50","1,414"
"3576","聯合再生","5,031,583","25,702,152","5.18","5.19","5.07","5.09","+0.01","1,109"
"3583","辛耘","250,127","11,672,156","47.35","47.35","46.30","46.75","-0.25","200"
"3588","通嘉","694,982","20,086,665","28.35","29.30","28.20","29.20","+1.05","452"
"3591","艾笛森","235,257","2,904,796","12.35","12.45","12.15","12.35"," 0.00","99"
"3593","力銘","31,004","218,255","7.05","7.05","7.01","7.01","-0.06","12"
"3596","智易","2,064,714","163,646,873","79.00","79.90","78.40","79.30","+0.30","1,469"
"3605","宏致","606,001","13,961,023","23.20","23.25","22.80","23.15","+0.40","311"
"3607","谷崧","1,237,510","15,921,974","13.30","13.35","12.65","12.65","-0.75","636"
"3617","碩天","171,000","13,803,300","80.00","81.40","80.00","81.00","+1.00","144"
"3622","洋華","407,150","7,841,564","18.95","19.45","18.90","19.20","+0.10","165"
"3645","達邁","307,980","10,769,495","35.00","35.15","34.50","35.15","+0.65","233"
"3653","健策","3,189,845","690,971,640","216.00","219.00","213.00","213.00","-1.00","2,555"
"3661","世芯-KY","7,910,203","2,066,173,904","256.00","272.50","250.50","269.00","+14.50","5,956"
"3665","貿聯-KY","1,354,162","245,595,065","183.00","183.00","180.00","181.50","+1.50","1,045"
"3669","圓展","3,521,135","119,888,184","34.50","35.00","33.70","33.85","-0.80","2,264"
"3673","TPK-KY","3,846,367","164,140,146","43.00","43.40","42.20","42.45","-0.30","2,332"
"3679","新至陞","78,000","4,572,200","58.80","59.30","58.20","59.10","+0.50","48"
"3682","亞太電","4,140,331","28,387,237","6.90","6.94","6.80","6.81","-0.01","1,205"
"3686","達能","1,908,355","7,612,110","3.90","4.14","3.77","4.14","+0.37","526"
"3694","海華","97,020","1,363,594","14.20","14.20","13.95","14.10","+0.10","60"
"3698","隆達","6,990,222","123,491,505","18.10","18.10","17.40","17.65","-0.45","2,902"
"3701","大眾控","7,498","98,969","13.20","13.20","13.20","13.20","-0.25","10"
"3702","大聯大","1,786,420","68,095,156","37.95","38.20","37.90","38.10","+0.20","758"
"3702A","大聯大甲特","208,548","10,188,047","48.25","49.05","48.20","48.95","+0.85","113"
"3703","欣陸","846,916","8,887,725","10.30","10.55","10.30","10.50","+0.15","214"
"3704","合勤控","2,164,856","31,004,674","14.35","14.50","14.05","14.45","+0.30","1,006"
"3705","永信","299,251","13,462,419","45.35","45.35","44.85","44.95","-0.15","218"
"3706","神達","5,517,150","167,467,885","30.45","30.60","30.10","30.35","+0.10","2,681"
"3708","上緯投控","1,053,085","71,976,450","67.80","69.40","67.00","69.00","+1.40","656"
"3711","日月光投控","5,950,472","385,193,158","65.30","65.50","64.20","64.80","-0.50","2,573"
"3712","永崴投控","493,706","6,228,903","12.50","12.80","12.40","12.65","+0.25","219"
"4104","佳醫","244,037","13,055,072","53.70","53.80","53.30","53.40"," 0.00","205"
"4106","雃博","1,498,258","37,625,446","26.00","26.00","24.45","24.60","-1.15","849"
"4108","懷特","1,090,541","20,024,942","18.00","19.40","17.40","19.40","+1.75","519"
"4119","旭富","2,475,139","328,595,987","134.50","135.50","131.00","131.50","-2.00","1,772"
"4133","亞諾法","6,757,092","291,912,510","44.55","45.25","41.75","41.75","-3.65","4,521"
"4137","麗豐-KY","407,760","78,390,298","192.00","194.50","189.50","192.50","+2.50","378"
"4141","龍燈-KY","273,240","3,901,793","14.40","14.45","14.00","14.25","+0.05","137"
"4142","國光生","18,572,158","551,313,069","30.60","30.80","29.00","29.25","-1.35","8,470"
"4144","康聯-KY","245,050","4,951,837","20.50","20.50","20.00","20.25","+0.20","135"
"4148","全宇生技-KY","72,005","2,160,150","30.00","30.00","30.00","30.00","+2.70","43"
"4155","訊映","760,321","21,525,402","28.30","28.75","28.00","28.20","+0.30","520"
"4164","承業醫","119,000","4,252,700","35.90","36.10","35.50","35.70","-0.20","73"
"4190","佐登-KY","208,005","16,380,630","79.00","79.30","78.00","79.00","+0.70","184"
"4306","炎洲","2,398,375","26,189,449","10.90","11.05","10.75","10.95","+0.35","773"
"4414","如興","2,462,248","21,801,646","8.79","8.91","8.79","8.81","+0.02","499"
"4426","利勤","769,384","24,594,794","32.35","32.70","31.40","31.95","+0.05","475"
"4438","廣越","56,042","6,638,540","119.00","119.00","117.50","119.00","+2.00","51"
"4439","冠星-KY","71,000","8,825,000","125.00","125.50","123.00","123.00"," 0.00","68"
"4526","東台","268,230","3,376,089","12.65","12.80","12.50","12.55","+0.10","145"
"4532","瑞智","919,769","14,732,345","16.10","16.20","15.90","16.10","+0.20","608"
"4536","拓凱","2,697,324","289,562,668","101.50","110.00","101.50","106.50","+6.50","1,466"
"4540","全球傳動","1,852,150","99,237,584","53.10","54.90","52.80","53.00","-0.70","1,315"
"4545","銘鈺","114,000","2,968,350","26.45","26.45","25.75","26.00","-0.40","80"
"4551","智伸科","1,010,000","139,793,000","140.50","140.50","137.00","137.00","-1.00","823"
"4552","力達-KY","90,770","2,801,616","30.75","31.00","30.70","30.80","+0.10","87"
"4555","氣立","1,594,013","93,667,154","58.30","60.30","57.60","57.80","+0.80","1,246"
"4557","永新-KY","25,000","1,636,200","65.80","65.80","65.30","65.40","+0.40","19"
"4560","強信-KY","263,000","12,717,450","49.00","49.00","48.00","48.50","-0.20","197"
"4562","穎漢","32,120","549,414","17.25","17.25","16.95","17.20","+0.10","26"
"4564","元翎","557,100","16,978,055","30.90","30.90","30.30","30.55","+0.10","328"
"4566","時碩工業","165,200","6,101,630","37.30","37.30","36.60","37.00","+0.20","107"
"4571","鈞興-KY","13,000","726,000","56.00","56.00","55.60","56.00","+0.30","11"
"4572","駐龍","56,200","4,661,520","83.00","84.00","82.00","83.90","+1.90","51"
"4576","大銀微系統","166,100","11,757,520","72.10","72.10","70.00","70.50","-0.50","156"
"4581","光隆精密-KY","37,000","1,443,600","39.05","39.25","38.65","39.25","+0.20","31"
"4720","德淵","2,828,810","41,075,171","14.40","14.60","14.00","14.60","+1.30","918"
"4722","國精化","143,200","3,675,369","25.60","25.80","25.55","25.75","+0.20","84"
"4725","信昌化","666,060","5,596,694","8.40","8.58","8.31","8.46","+0.10","238"
"4737","華廣","29,300","1,980,450","67.30","69.00","67.20","67.50","-0.50","30"
"4739","康普","1,750,518","102,306,380","57.60","60.00","56.00","60.00","+5.40","1,199"
"4746","台耀","8,453,865","405,066,254","49.10","49.20","46.55","47.25","-1.15","4,989"
"4755","三福化","21,000","920,900","44.10","44.10","43.70","43.95","-0.15","20"
"4763","材料-KY","197,392","21,343,639","107.50","109.00","107.00","108.50","+1.50","161"
"4764","雙鍵","7,000","409,000","58.10","59.00","58.00","59.00","+0.50","7"
"4766","南寶","322,058","40,549,837","124.50","127.50","124.50","126.50","+3.00","216"
"4807","日成-KY","19,001","441,073","23.50","23.60","22.95","23.25","+0.05","15"
"4904","遠傳","3,351,633","221,590,497","66.30","66.60","65.60","65.80","-0.40","1,830"
"4906","正文","2,796,356","57,481,329","20.55","20.65","20.40","20.65","+0.25","1,107"
"4912","聯德控股-KY","80,393","6,343,310","78.30","79.50","78.20","78.80","+0.60","82"
"4915","致伸","1,388,351","66,305,818","47.70","48.00","47.40","47.80","+0.40","853"
"4916","事欣科","302,101","8,085,802","26.95","26.95","26.65","26.70","+0.10","201"
"4919","新唐","1,279,358","47,318,656","37.45","37.50","36.65","36.85","-0.10","810"
"4927","泰鼎-KY","13,848,542","779,966,341","55.10","57.20","54.70","57.20","+3.20","7,511"
"4930","燦星網","51,500","482,968","9.20","9.50","9.20","9.27","+0.01","40"
"4934","太極","6,935,884","104,582,900","14.25","15.55","14.10","15.55","+1.40","2,370"
"4935","茂林-KY","6,309,745","809,196,720","127.00","132.00","124.50","130.00","+6.00","4,575"
"4938","和碩","6,496,440","427,069,092","65.50","65.90","65.40","65.90","+0.50","2,897"
"4942","嘉彰","533,800","17,306,699","32.40","32.65","32.15","32.45","+0.35","309"
"4943","康控-KY","4,324,610","501,009,760","113.50","118.00","112.00","116.50","+4.00","3,184"
"4952","凌通","549,500","16,185,749","30.00","30.05","29.10","29.50","-0.50","348"
"4956","光鋐","2,306,375","36,786,680","15.95","15.95","15.95","15.95","+1.45","650"
"4958","臻鼎-KY","6,301,776","632,718,762","101.00","101.50","99.50","101.00","-1.00","4,009"
"4960","誠美材","3,691,810","26,432,519","6.90","7.35","6.85","7.30","+0.47","962"
"4961","天鈺","527,000","14,527,400","28.00","28.10","27.35","27.50","-0.30","280"
"4967","十銓","7,968,400","335,451,629","42.80","42.90","41.55","41.60","-0.70","4,213"
"4968","立積","7,627,412","1,346,321,012","175.00","179.50","173.50","176.00","+1.00","5,721"
"4976","佳凌","230,000","4,144,250","18.10","18.25","17.85","18.05","+0.15","152"
"4977","眾達-KY","5,129,730","540,576,380","103.00","107.50","102.50","105.00","+3.50","3,358"
"4989","榮科","229,034","4,044,956","17.85","17.85","17.40","17.50","-0.10","138"
"4994","傳奇","223,867","13,442,222","60.50","60.60","59.20","59.80","-0.30","204"
"4999","鑫禾","145,111","5,479,126","37.50","38.30","37.20","38.10","+0.80","113"
"5007","三星","16,000","730,300","45.70","46.00","45.55","45.95","+0.40","11"
"5203","訊連","1,690,468","202,242,436","122.00","123.00","117.50","118.50","-2.00","1,415"
"5215","科嘉-KY","1,365,000","96,012,200","70.90","71.30","69.30","69.80","-0.20","935"
"5225","東科-KY","506,000","12,948,900","25.40","25.95","25.25","25.85","+0.55","281"
"5234","達興材料","295,404","24,543,836","82.90","83.60","82.40","83.60","+1.20","260"
"5243","乙盛-KY","478,250","13,820,385","28.70","29.15","28.35","29.15","+0.80","296"
"5258","虹堡","232,000","5,397,650","23.30","23.50","23.10","23.20","-0.10","108"
"5264","鎧勝-KY","1,263,364","57,953,094","46.40","46.50","45.30","46.00","-0.20","894"
"5269","祥碩","1,980,732","1,633,377,880","806.00","864.00","792.00","831.00","+32.00","1,843"
"5283","禾聯碩","98,355","9,376,337","95.70","96.00","94.10","95.60","+0.40","84"
"5284","jpp-KY","87,449","2,844,987","32.60","32.90","32.35","32.65","+0.05","60"
"5285","界霖","147,050","6,297,485","43.30","43.30","42.35","42.95","+0.25","111"
"5288","豐祥-KY","256,250","23,998,175","93.00","94.70","93.00","94.00","+2.00","213"
"5305","敦南","218,766","9,028,567","41.35","41.35","41.20","41.25","-0.10","131"
"5388","中磊","1,294,952","95,804,335","73.60","74.70","73.40","74.20","+1.10","830"
"5434","崇越","647,926","63,984,932","99.00","99.40","97.70","99.40","+0.90","558"
"5469","瀚宇博","7,905,067","308,848,295","39.70","39.85","38.65","38.65","-0.70","3,682"
"5471","松翰","6,146,383","278,560,816","46.15","46.20","44.80","44.85","-1.00","3,773"
"5484","慧友","719,457","6,267,516","8.48","8.78","8.30","8.78","+0.22","50"
"5515","建國","253,602","2,534,310","10.00","10.05","9.95","10.00","-0.05","71"
"5519","隆大","1,558,482","21,515,900","13.95","13.95","13.65","13.75","+0.10","432"
"5521","工信","2,962,651","26,699,052","9.27","9.27","8.86","8.93","-0.05","781"
"5522","遠雄","867,960","37,369,532","43.20","43.50","42.80","42.85","-0.10","530"
"5525","順天","42,114","827,233","19.75","19.75","19.60","19.65","-0.10","38"
"5531","鄉林","197,236","1,777,133","9.02","9.12","8.92","8.96","-0.05","97"
"5533","皇鼎","84,451","1,296,199","15.35","15.35","15.30","15.35","+0.05","12"
"5534","長虹","342,394","27,503,532","80.20","80.60","80.00","80.60","+0.80","280"
"5538","東明-KY","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"5607","遠雄港","714,203","15,399,102","21.45","21.80","21.40","21.45"," 0.00","230"
"5608","四維航","785,713","4,183,775","5.26","5.42","5.20","5.38","+0.14","314"
"5706","鳳凰","162,618","4,860,918","29.30","30.20","29.30","30.05","+0.75","104"
"5871","中租-KY","4,663,344","477,609,595","102.00","103.50","101.00","103.00","+2.00","2,820"
"5876","上海商銀","4,785,237","202,875,369","42.45","42.80","41.70","42.80","+0.70","1,914"
"5880","合庫金","13,268,030","261,672,189","19.65","19.80","19.60","19.80","+0.30","3,306"
"5906","台南-KY","11,000","185,700","16.75","17.00","16.70","17.00"," 0.00","10"
"5907","大洋-KY","205,000","4,312,450","21.05","21.15","20.90","20.95","-0.15","99"
"6005","群益證","1,371,493","12,971,497","9.47","9.48","9.41","9.46","+0.01","480"
"6024","群益期","307,930","11,676,590","37.90","38.05","37.70","37.90","+0.30","222"
"6108","競國","242,097","5,237,287","21.80","21.95","21.50","21.60","+0.05","124"
"6112","聚碩","654,945","23,176,796","35.45","35.50","35.25","35.50","+0.15","317"
"6115","鎰勝","63,509","2,693,254","42.30","42.50","42.30","42.45","+0.15","53"
"6116","彩晶","17,722,511","110,872,868","6.28","6.35","6.20","6.20","-0.04","3,051"
"6117","迎廣","131,050","2,038,717","14.60","16.10","14.60","15.35","+0.70","69"
"6120","達運","3,519,251","41,741,322","11.75","12.10","11.45","11.85","+0.40","1,292"
"6128","上福","60,000","1,707,000","28.30","28.70","28.30","28.60","+0.35","38"
"6131","鈞泰","117,000","344,800","2.90","3.00","2.90","3.00","+0.15","16"
"6133","金橋","37,000","252,190","6.82","6.82","6.79","6.79","-0.03","16"
"6136","富爾特","79,441","1,451,908","18.30","18.30","18.20","18.30"," 0.00","53"
"6139","亞翔","432,041","10,912,641","25.30","25.45","25.15","25.20","-0.05","245"
"6141","柏承","1,301,697","23,607,946","18.30","18.30","18.00","18.00","-0.15","546"
"6142","友勁","130,794","842,172","6.40","6.57","6.40","6.48"," 0.00","59"
"6152","百一","1,075,224","6,987,238","6.24","6.73","6.15","6.62","+0.49","424"
"6153","嘉聯益","4,098,327","113,699,935","28.05","28.10","27.50","27.55","-0.15","2,017"
"6155","鈞寶","1,254,048","28,099,344","22.00","22.90","21.65","22.70","+0.85","771"
"6164","華興","89,654","485,713","5.42","5.46","5.38","5.42","+0.01","39"
"6165","捷泰","391,458","9,243,655","23.40","23.90","23.40","23.75","+0.30","172"
"6166","凌華","246,100","15,995,460","65.80","65.80","64.70","65.00"," 0.00","140"
"6168","宏齊","310,001","3,658,011","11.95","12.00","11.70","11.80","-0.10","129"
"6172","互億","98,660","2,223,186","22.80","22.85","22.30","22.30","-0.50","74"
"6176","瑞儀","7,883,503","770,015,194","98.50","99.00","96.80","97.50","-0.50","5,011"
"6177","達麗","677,704","19,220,192","28.20","28.50","28.20","28.40","+0.30","307"
"6183","關貿","118,715","4,994,504","42.40","42.40","41.85","41.90","-0.45","103"
"6184","大豐電","124,261","5,107,526","41.10","41.15","41.00","41.05","-0.05","65"
"6189","豐藝","295,104","9,601,304","32.60","32.60","32.45","32.60","+0.05","172"
"6191","精成科","3,383,426","47,117,717","14.15","14.15","13.80","13.85","-0.35","1,123"
"6192","巨路","118,020","7,468,143","63.70","63.70","62.90","63.20","+0.50","97"
"6196","帆宣","2,320,026","166,256,061","72.90","73.00","70.60","71.30","+0.40","1,789"
"6197","佳必琪","929,472","28,126,065","30.00","30.50","30.00","30.50","+0.70","561"
"6201","亞弘電","18,300","594,914","32.30","32.65","32.30","32.55","-0.10","18"
"6202","盛群","4,260,360","285,407,120","68.40","68.40","66.30","66.60","-3.40","3,142"
"6205","詮欣","52,272","1,151,262","22.15","22.15","22.00","22.10","-0.05","22"
"6206","飛捷","114,440","7,662,380","67.30","67.40","66.70","67.00"," 0.00","90"
"6209","今國光","768,492","16,857,850","22.10","22.45","21.60","21.75","-0.20","372"
"6213","聯茂","6,975,142","995,739,499","140.50","145.00","140.00","145.00","+5.00","4,855"
"6214","精誠","546,243","44,143,778","81.10","81.60","80.20","80.60","-0.30","438"
"6215","和椿","320,447","4,321,873","13.35","13.65","13.25","13.60","+0.40","158"
"6216","居易","62,701","1,707,301","27.35","27.35","27.15","27.25","-0.10","50"
"6224","聚鼎","252,240","15,268,964","60.90","60.90","60.30","60.50","-0.20","192"
"6225","天瀚","10,227","28,817","2.53","2.90","2.53","2.80","+0.04","10"
"6226","光鼎","2,126,904","17,455,481","8.23","8.33","8.12","8.24","-0.02","697"
"6230","超眾","4,360,373","1,115,128,560","250.00","262.50","249.50","249.50","+2.50","3,663"
"6235","華孚","233,501","2,535,634","11.00","11.05","10.80","10.80","-0.10","119"
"6239","力成","7,467,964","727,922,482","99.20","99.50","96.50","97.20","-2.40","5,455"
"6243","迅杰","157,657","1,294,492","8.06","8.50","7.91","8.29","+0.29","83"
"6251","定穎","29,285,643","583,760,818","19.85","20.50","19.30","19.35","-0.50","9,453"
"6257","矽格","4,004,820","143,506,354","36.10","36.15","35.50","35.75","+0.10","2,084"
"6269","台郡","9,512,739","1,044,936,393","109.50","112.00","107.00","112.00","+1.50","5,070"
"6271","同欣電","3,880,458","451,483,502","116.50","117.50","114.00","117.50","+2.00","2,381"
"6277","宏正","531,918","48,491,042","91.00","91.80","90.40","91.20","+1.20","403"
"6278","台表科","9,991,955","902,971,832","91.00","91.80","89.20","90.00","-2.00","6,870"
"6281","全國電","22,282","1,483,819","66.90","66.90","66.30","66.80","+0.30","23"
"6282","康舒","1,692,003","34,309,960","20.25","20.35","20.15","20.30","+0.10","697"
"6283","淳安","199,001","3,757,369","19.15","19.20","18.65","19.00"," 0.00","109"
"6285","啟碁","1,674,686","101,765,123","60.30","61.50","59.80","61.50","+1.50","1,257"
"6288","聯嘉","3,356,100","63,218,765","18.85","19.10","18.50","19.10","+0.35","1,376"
"6289","華上","4,941","9,692","1.98","1.98","1.90","1.90","-0.10","20"
"6405","悅城","34,000","461,450","13.70","13.70","13.50","13.50","-0.10","15"
"6409","旭隼","128,784","92,134,560","709.00","724.00","700.00","719.00","+10.00","143"
"6412","群電","592,330","33,508,378","56.40","57.00","56.00","56.80","+1.00","442"
"6414","樺漢","1,305,612","243,357,780","184.50","190.00","181.50","189.00","+6.50","1,107"
"6415","矽力-KY","684,631","854,971,370","1,230.00","1,285.00","1,195.00","1,275.00","+65.00","676"
"6416","瑞祺電通","10,481,752","1,419,790,776","130.00","139.50","130.00","135.00","+5.00","7,650"
"6431","光麗-KY","39,001","889,972","22.80","23.45","22.70","22.70","-0.25","14"
"6442","光聖","4,250","148,573","34.55","35.30","34.55","35.30"," 0.00","14"
"6443","元晶","996,293","5,535,992","5.60","5.66","5.48","5.51","+0.01","267"
"6449","鈺邦","151,528","4,543,950","30.20","30.25","29.60","29.70","-0.30","112"
"6451","訊芯-KY","2,914,630","325,929,134","112.00","113.00","110.00","112.50","+3.00","2,023"
"6452","康友-KY","966,529","152,556,302","160.00","160.00","156.50","157.50","+0.50","746"
"6456","GIS-KY","2,023,465","186,240,561","93.00","93.20","91.10","91.90","-1.00","1,605"
"6464","台數科","11,000","1,247,000","114.00","114.00","112.50","112.50","-1.50","10"
"6477","安集","131,000","2,527,250","19.30","19.40","19.20","19.30"," 0.00","57"
"6491","晶碩","195,111","22,835,098","117.00","119.00","116.00","116.50","+0.50","146"
"6504","南六","6,281,068","1,408,509,732","225.00","230.00","217.00","224.00","+6.00","4,799"
"6505","台塑化","3,044,441","248,176,275","82.00","82.10","81.20","81.30","-0.60","1,969"
"6525","捷敏-KY","183,630","10,207,964","55.40","55.90","55.30","55.80","+0.60","138"
"6531","愛普","17,306,898","2,875,337,403","167.00","172.50","159.00","167.50","+8.00","12,609"
"6533","晶心科","201,421","19,200,705","95.40","96.00","94.20","95.40","+0.70","185"
"6541","泰福-KY","736,115","27,858,207","39.00","39.00","37.10","37.75","-0.45","527"
"6552","易華電","1,111,456","61,675,397","56.30","56.30","54.70","55.30","-0.80","835"
"6558","興能高","1,933,219","85,516,988","45.10","45.15","43.75","44.00","-1.35","1,340"
"6573","虹揚-KY","53,000","965,400","18.20","18.30","17.90","18.10","-0.10","30"
"6579","研揚","30,000","1,894,600","63.20","63.40","63.00","63.00","-0.20","25"
"6581","鋼聯","170,262","9,188,091","52.20","56.50","52.00","55.40","+3.00","162"
"6582","申豐","843,200","76,787,758","90.80","93.00","88.30","92.10","+2.60","677"
"6591","動力-KY","470,405","19,707,512","42.00","42.30","41.40","41.90","+0.55","348"
"6592","和潤企業","4,501,717","355,677,243","77.50","80.80","77.30","79.30","+3.00","3,025"
"6605","帝寶","162,105","7,285,626","45.25","45.25","44.65","44.80","+0.40","131"
"6625","必應","31,215","1,171,062","37.50","37.55","37.50","37.50"," 0.00","18"
"6641","基士德-KY","15,010","992,769","65.90","66.50","65.90","66.30","+0.40","15"
"6655","科定","35,000","1,449,500","41.75","41.80","41.30","41.40","-0.40","17"
"6666","羅麗芬-KY","156,299","17,843,885","109.00","118.00","109.00","115.00","+6.50","150"
"6668","中揚光","603,000","36,614,100","60.80","61.70","60.30","60.50","+0.60","459"
"6669","緯穎","1,849,049","1,297,019,442","690.00","717.00","687.00","714.00","+31.00","1,721"
"6670","復盛應用","784,563","122,164,454","155.00","157.00","153.50","157.00","+3.00","573"
"6671","三能-KY","24,000","868,700","36.05","36.30","36.05","36.25","+0.20","17"
"6672","騰輝電子-KY","766,613","65,502,188","85.90","86.30","84.70","85.30","-0.30","597"
"6674","鋐寶科技","39,000","885,450","22.55","22.95","22.55","22.85","+0.30","34"
"6698","旭暉應材","194,000","9,391,800","48.40","49.20","48.00","48.70","+0.30","165"
"6706","惠特","2,203,631","203,736,910","94.00","94.10","91.00","92.00","-3.00","1,644"
"6715","嘉基","128,010","11,644,650","91.00","91.50","90.40","91.00","+0.50","94"
"8011","台通","2,467,090","35,172,062","13.75","14.60","13.50","14.60","+1.30","1,128"
"8016","矽創","1,212,320","165,452,981","138.00","138.00","135.50","136.50","+0.50","932"
"8021","尖點","1,749,232","33,556,998","19.10","19.40","18.95","19.40","+0.15","554"
"8028","昇陽半導體","2,805,699","143,305,177","50.90","51.70","50.40","50.70","+0.50","1,595"
"8033","雷虎","91,007","691,719","7.79","7.79","7.50","7.63","+0.04","66"
"8039","台虹","1,415,701","65,178,755","46.20","46.70","45.55","45.90","-0.15","1,055"
"8046","南電","21,567,723","1,504,260,868","69.10","71.00","68.00","70.50","+2.90","12,289"
"8070","長華","103,065","16,009,770","153.50","157.00","153.50","157.00","+3.50","96"
"8072","陞泰","54,280","1,090,140","20.10","20.15","20.05","20.05","-0.05","32"
"8081","致新","1,542,973","195,681,071","127.50","128.00","125.00","127.00"," 0.00","1,108"
"8101","華冠","384,737","1,718,064","4.50","4.53","4.41","4.49","-0.04","143"
"8103","瀚荃","30,062","681,796","22.85","22.85","22.50","22.60","+0.10","30"
"8104","錸寶","559,279","19,094,734","34.55","34.95","33.75","33.80","-0.70","363"
"8105","凌巨","615,001","5,735,059","9.31","9.38","9.27","9.35","+0.08","244"
"8110","華東","9,003,503","91,948,275","10.25","10.40","10.00","10.30","+0.33","2,653"
"8112","至上","16,266,072","547,278,436","32.85","34.15","32.85","34.10","+1.80","8,125"
"8114","振樺電","115,088","10,189,120","88.70","89.80","86.90","89.80","+2.00","104"
"8131","福懋科","447,050","16,526,750","37.30","37.30","36.70","36.90","-0.10","256"
"8150","南茂","5,306,264","159,846,087","30.45","30.55","29.90","30.10","-0.25","2,788"
"8163","達方","3,766,586","139,435,182","36.70","37.95","36.20","36.90","+0.75","2,306"
"8201","無敵","13,510","111,192","8.26","8.26","8.20","8.23","+0.04","9"
"8210","勤誠","4,260,013","385,100,383","87.00","93.30","87.00","91.00","+4.70","3,290"
"8213","志超","2,952,379","96,970,472","32.95","33.10","32.50","32.95","+0.05","1,380"
"8215","明基材","1,703,122","28,937,388","16.95","17.15","16.85","17.10","+0.20","743"
"8222","寶一","88,185","1,180,483","13.40","13.45","13.35","13.35","-0.05","76"
"8249","菱光","91,259","1,646,421","18.00","18.15","17.95","18.05","+0.15","63"
"8261","富鼎","169,248","3,788,879","22.50","22.65","22.15","22.30"," 0.00","119"
"8271","宇瞻","3,633,962","171,935,614","47.10","48.00","46.60","47.15","+0.55","2,260"
"8341","日友","135,144","34,147,576","254.00","255.00","251.50","252.50","-1.50","146"
"8367","建新國際","140,024","3,433,896","24.20","24.90","23.90","24.70","+0.95","81"
"8374","羅昇","222,004","4,454,028","20.05","20.60","19.80","20.05","+0.15","82"
"8404","百和興業-KY","346,601","10,094,320","29.10","29.40","28.90","29.15","+0.05","240"
"8411","福貞-KY","27,133","287,420","10.60","10.65","10.50","10.55"," 0.00","23"
"8422","可寧衛","353,829","54,118,747","151.50","154.50","151.00","153.00","+2.00","302"
"8427","基勝-KY","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"8429","金麗-KY","609,785","4,361,107","7.11","7.21","7.08","7.21","+0.16","200"
"8442","威宏-KY","34,000","1,456,500","42.30","43.75","42.30","42.80","-0.70","29"
"8443","阿瘦","20,001","166,708","8.30","8.40","8.30","8.40","+0.08","15"
"8454","富邦媒","163,113","76,480,723","479.00","479.00","464.00","472.00","-2.50","188"
"8462","柏文","864,114","131,524,170","148.00","158.50","146.00","154.00","+9.50","777"
"8463","潤泰材","99,000","3,361,800","33.70","34.65","33.60","34.00","+0.10","82"
"8464","億豐","1,700,239","371,926,513","217.50","226.00","213.50","220.50","+3.00","835"
"8466","美吉吉-KY","9,000","572,700","63.00","64.50","62.60","64.50","+1.00","9"
"8467","波力-KY","1,000","46,400","46.40","46.40","46.40","46.40","+1.10","1"
"8473","山林水","32,047","1,340,926","41.55","42.10","41.55","41.90","+0.35","27"
"8478","東哥遊艇","51,000","1,564,900","31.00","31.00","30.45","30.50","-0.20","41"
